barcode22Ωcontig_1_2638	UniRef100_A0A148HAX3~K03724	99.4	1538	9	0	1	1538	1	1538	0.0	2919
barcode29Ωcontig_1_1699	UniRef100_P30015~K03724	99.9	1538	1	0	1	1538	1	1538	0.0	2983
barcode37Ωcontig_6_1809	UniRef100_P30015~K03724	99.9	1538	1	0	1	1538	1	1538	0.0	2984
barcode36Ωcontig_1_2946	UniRef100_A0A0H3MG44~K03724	96.6	1537	53	0	1	1537	1	1537	0.0	2835
barcode34Ωcontig_1_3553	UniRef100_A0A0H3MG44~K03724	96.6	1537	53	0	1	1537	1	1537	0.0	2835
barcode27Ωcontig_1_2124	UniRef100_A0A2G9ALW3~K12678	98.3	1526	26	0	1	1526	281	1806	0.0	2719
barcode35Ωcontig_4_3042	UniRef100_A0A0E0U3U4~K10939	99.1	1522	13	0	1	1522	1	1522	0.0	2974
barcode26Ωcontig_1_3537	UniRef100_B7UI41~K10939	94.9	1524	75	2	1	1522	1	1524	0.0	2841
barcode22Ωcontig_1_4093	UniRef100_B7UI41~K10939	94.9	1524	75	2	1	1522	1	1524	0.0	2841
barcode38Ωcontig_2_1012	UniRef100_A7ZRK0~K10939	97.7	1506	34	1	16	1520	1	1506	0.0	2903
barcode39Ωcontig_1_3917	UniRef100_A7ZRK0~K10939	97.7	1506	34	1	16	1520	1	1506	0.0	2903
barcode30Ωcontig_2_1983	UniRef100_A7ZRK0~K10939	97.7	1506	34	1	16	1520	1	1506	0.0	2903
barcode23Ωcontig_1_4208	UniRef100_P0CK95~K10939	100	1520	0	0	1	1520	1	1520	0.0	2997
barcode20Ωcontig_4_961	UniRef100_D4FXF3~K00265	99.5	1520	8	0	1	1520	1	1520	0.0	2987
barcode32Ωcontig_1_2772	UniRef100_A0A2H3MBK5~K10939	98.5	1521	22	1	1	1520	1	1521	0.0	2946
barcode29Ωcontig_1_3041	UniRef100_P0CK95~K10939	100	1520	0	0	1	1520	1	1520	0.0	2997
barcode36Ωcontig_1_4290	UniRef100_A0A142H6K0~K10939	98.4	1519	23	1	1	1519	1	1517	0.0	2929
barcode34Ωcontig_1_2208	UniRef100_A0A142H6K0~K10939	98.4	1519	23	1	1	1519	1	1517	0.0	2929
barcode28Ωcontig_9_307	UniRef100_I2C6A4~K00265	99.8	1519	3	0	1	1519	1	1519	0.0	3003
barcode24Ωcontig_1_2561	UniRef100_A0A210GNX8~K10939	99.9	1518	2	0	1	1518	1	1518	0.0	2974
barcode25Ωcontig_1_3878	UniRef100_A0A210GNX8~K10939	99.9	1518	2	0	1	1518	1	1518	0.0	2974
barcode21Ωcontig_2_3478	UniRef100_A0A210GNX8~K10939	99.9	1518	2	0	1	1518	1	1518	0.0	2974
barcode38Ωcontig_2_776	UniRef100_Q31W88~K00265	99.9	1517	1	0	1	1517	1	1517	0.0	3023
barcode39Ωcontig_1_3681	UniRef100_Q31W88~K00265	99.9	1517	1	0	1	1517	1	1517	0.0	3023
barcode31Ωcontig_1_4373	UniRef100_A0A222ALV4~K00265	99.9	1517	1	0	1	1517	1	1517	0.0	3021
barcode35Ωcontig_4_2798	UniRef100_A0A0K3YNR0~K00265	99.9	1517	2	0	1	1517	1	1517	0.0	3018
barcode24Ωcontig_1_2315	UniRef100_A0A1U9TUG8~K00265	100	1517	0	0	1	1517	6	1522	0.0	3024
barcode33Ωcontig_1_3909	UniRef100_A0A0E1LC51~K00265	100	1517	0	0	1	1517	6	1522	0.0	3024
barcode30Ωcontig_2_1747	UniRef100_Q31W88~K00265	99.9	1517	1	0	1	1517	1	1517	0.0	3023
barcode26Ωcontig_1_3769	UniRef100_D3GXV1~K00265	99.9	1517	2	0	1	1517	1	1517	0.0	3020
barcode27Ωcontig_1_3888	UniRef100_A0A0E1LC51~K00265	100	1517	0	0	1	1517	6	1522	0.0	3024
barcode23Ωcontig_1_4450	UniRef100_A0A222ALV4~K00265	99.9	1517	2	0	1	1517	1	1517	0.0	3018
barcode25Ωcontig_1_4124	UniRef100_A0A1U9TUG8~K00265	100	1517	0	0	1	1517	6	1522	0.0	3024
barcode32Ωcontig_1_3008	UniRef100_A0A0K3YNR0~K00265	99.9	1517	2	0	1	1517	1	1517	0.0	3020
barcode22Ωcontig_1_4328	UniRef100_D3GXV1~K00265	99.9	1517	2	0	1	1517	1	1517	0.0	3020
barcode29Ωcontig_1_3287	UniRef100_A0A222ALV4~K00265	99.9	1517	2	0	1	1517	1	1517	0.0	3018
barcode37Ωcontig_6_3390	UniRef100_A0A222ALV4~K00265	99.9	1517	2	0	1	1517	1	1517	0.0	3018
barcode36Ωcontig_1_4523	UniRef100_D3GXV1~K00265	99.9	1517	1	0	1	1517	1	1517	0.0	3022
barcode34Ωcontig_1_1975	UniRef100_D3GXV1~K00265	99.9	1517	1	0	1	1517	1	1517	0.0	3022
barcode21Ωcontig_2_3724	UniRef100_A0A1U9TUG8~K00265	100	1517	0	0	1	1517	6	1522	0.0	3024
barcode28Ωcontig_26_161	UniRef100_I9DAF9~K13612	31.8	1357	545	25	1	1280	1	1054	4.54e-187	595
barcode20Ωcontig_1_1115	UniRef100_A0A125UNE1~K03466	99.4	1506	9	0	1	1506	1	1506	0.0	2940
barcode38Ωcontig_2_1953	UniRef100_A0A0E2KXH7~K13735	51.3	1488	685	20	21	1490	12	1478	0.0	1315
barcode39Ωcontig_1_580	UniRef100_A0A0E2KXH7~K13735	51.3	1488	685	20	21	1490	12	1478	0.0	1315
barcode30Ωcontig_2_2927	UniRef100_A0A0E2KXH7~K13735	51.3	1488	685	20	21	1490	12	1478	0.0	1315
barcode28Ωcontig_26_169	UniRef100_A0A2D3DQ84~K13613	37.0	1601	829	29	7	1449	316	1895	4.15e-316	954
barcode38Ωcontig_2_2931	UniRef100_Q8XDG0~K03632	100	1486	0	0	1	1486	1	1486	0.0	2753
barcode39Ωcontig_1_1557	UniRef100_Q8XDG0~K03632	100	1486	0	0	1	1486	1	1486	0.0	2753
barcode31Ωcontig_1_2042	UniRef100_B1IW07~K03632	100	1486	0	0	1	1486	1	1486	0.0	2753
barcode35Ωcontig_4_691	UniRef100_C4ZQ50~K03632	99.9	1486	2	0	1	1486	1	1486	0.0	2751
barcode24Ωcontig_1_4802	UniRef100_A0A061YGB8~K03632	100	1486	0	0	1	1486	1	1486	0.0	2756
barcode33Ωcontig_1_1715	UniRef100_Q8XDG0~K03632	100	1486	0	0	1	1486	1	1486	0.0	2753
barcode30Ωcontig_2_3907	UniRef100_Q8XDG0~K03632	100	1486	0	0	1	1486	1	1486	0.0	2753
barcode26Ωcontig_1_1386	UniRef100_A0A0F3S972~K03632	99.9	1486	1	0	1	1486	1	1486	0.0	2751
barcode27Ωcontig_1_1535	UniRef100_Q8XDG0~K03632	100	1486	0	0	1	1486	1	1486	0.0	2753
barcode23Ωcontig_1_2208	UniRef100_C4ZQ50~K03632	99.8	1486	3	0	1	1486	1	1486	0.0	2748
barcode25Ωcontig_1_1667	UniRef100_A0A061YGB8~K03632	99.9	1486	1	0	1	1486	1	1486	0.0	2755
barcode32Ωcontig_1_671	UniRef100_Q8XDG0~K03632	100	1486	0	0	1	1486	1	1486	0.0	2753
barcode22Ωcontig_1_1907	UniRef100_A0A0F3S972~K03632	99.9	1486	1	0	1	1486	1	1486	0.0	2751
barcode29Ωcontig_1_981	UniRef100_C4ZQ50~K03632	99.9	1486	2	0	1	1486	1	1486	0.0	2751
barcode37Ωcontig_6_1093	UniRef100_C4ZQ50~K03632	99.9	1486	2	0	1	1486	1	1486	0.0	2751
barcode37Ωcontig_1_510	UniRef100_A0A154Z1D0~K00265	99.8	1486	3	0	1	1486	1	1486	0.0	2950
barcode36Ωcontig_1_2157	UniRef100_B7N391~K03632	99.8	1486	3	0	1	1486	1	1486	0.0	2751
barcode34Ωcontig_1_4345	UniRef100_B7N391~K03632	99.8	1486	3	0	1	1486	1	1486	0.0	2751
barcode21Ωcontig_2_1263	UniRef100_A0A061YGB8~K03632	100	1486	0	0	1	1486	1	1486	0.0	2756
barcode18Ωcontig_1_345	UniRef100_A0A2G4ZYH4~K00265	100	1486	0	0	1	1486	1	1486	0.0	2955
barcode37Ωcontig_1_3110	UniRef100_A0A0J0HA92~K03632	100	1482	0	0	1	1482	1	1482	0.0	2724
barcode18Ωcontig_1_2664	UniRef100_A0A0E1JB61~K03632	100	1482	0	0	1	1482	1	1482	0.0	2726
barcode38Ωcontig_2_1715	UniRef100_A0A2H3LZV6~K06894	99.1	1464	13	0	1	1464	71	1534	0.0	2865
barcode39Ωcontig_1_343	UniRef100_A0A2H3LZV6~K06894	99.1	1464	13	0	1	1464	71	1534	0.0	2865
barcode31Ωcontig_1_3351	UniRef100_A0A2D0E3U2~K06894	98.7	1464	19	0	1	1464	71	1534	0.0	2861
barcode35Ωcontig_4_3797	UniRef100_A7ZP46~K06894	99.5	1464	8	0	1	1464	41	1504	0.0	2878
barcode24Ωcontig_1_3335	UniRef100_W9AHU5~K06894	99.9	1464	1	0	1	1464	46	1509	0.0	2894
barcode33Ωcontig_1_344	UniRef100_A0A1V0MUK0~K06894	99.0	1464	15	0	1	1464	41	1504	0.0	2855
barcode30Ωcontig_2_2686	UniRef100_A0A2H3LZV6~K06894	99.1	1464	13	0	1	1464	71	1534	0.0	2865
barcode26Ωcontig_1_2775	UniRef100_D3H0R7~K06894	98.5	1464	22	0	1	1464	46	1509	0.0	2847
barcode27Ωcontig_1_2892	UniRef100_A0A1V0MUK0~K06894	99.0	1464	15	0	1	1464	41	1504	0.0	2855
barcode23Ωcontig_1_3508	UniRef100_A0A2I2BH92~K06894	99.9	1464	2	0	1	1464	71	1534	0.0	2885
barcode25Ωcontig_1_3105	UniRef100_W9AHU5~K06894	99.9	1464	1	0	1	1464	46	1509	0.0	2894
barcode32Ωcontig_1_2031	UniRef100_B6I7I3~K06894	99.3	1464	10	0	1	1464	46	1509	0.0	2876
barcode22Ωcontig_1_3347	UniRef100_D3H0R7~K06894	98.5	1464	22	0	1	1464	46	1509	0.0	2847
barcode29Ωcontig_1_2348	UniRef100_A0A2I2BH92~K06894	99.8	1464	3	0	1	1464	71	1534	0.0	2882
barcode37Ωcontig_6_2389	UniRef100_A0A2I2BH92~K06894	99.9	1464	2	0	1	1464	71	1534	0.0	2885
barcode36Ωcontig_1_3574	UniRef100_A0A2D0E3U2~K06894	98.6	1464	21	0	1	1464	71	1534	0.0	2857
barcode34Ωcontig_1_2925	UniRef100_A0A2D0E3U2~K06894	98.6	1464	21	0	1	1464	71	1534	0.0	2857
barcode21Ωcontig_2_2706	UniRef100_W9AHU5~K06894	99.9	1464	1	0	1	1464	46	1509	0.0	2894
barcode20Ωcontig_1_2979	UniRef100_O34313~K08693	98.4	1462	23	0	1	1462	1	1462	0.0	2782
barcode20Ωcontig_4_791	UniRef100_A0A1Y0WQA4~K03763	99.9	1454	2	0	1	1454	1	1454	0.0	2871
barcode24Ωcontig_1_1922	UniRef100_A0A061YFD6~K21449	100	1447	0	0	1	1447	1	1447	0.0	1837
barcode25Ωcontig_1_4519	UniRef100_A0A061YFD6~K21449	100	1447	0	0	1	1447	1	1447	0.0	1837
barcode21Ωcontig_2_4119	UniRef100_A0A061YFD6~K21449	100	1447	0	0	1	1447	1	1447	0.0	1837
barcode13Ωcontig_13_72	UniRef100_B1HR00~K03763	96.0	1443	57	0	1	1443	26	1468	0.0	2769
barcode15Ωcontig_2_2130	UniRef100_B1HR00~K03763	96.0	1443	57	0	1	1443	26	1468	0.0	2769
barcode06Ωcontig_41_74	UniRef100_B1HR00~K03763	96.0	1443	57	0	1	1443	26	1468	0.0	2769
barcode28Ωcontig_9_649	UniRef100_I2C587~K03763	99.9	1437	2	0	1	1437	1	1437	0.0	2847
barcode20Ωcontig_4_662	UniRef100_D4FWC5~K13276	97.8	1433	32	0	1	1433	3	1435	0.0	2748
barcode28Ωcontig_4_89	UniRef100_I2C4V2~K13276	99.3	1431	10	0	1	1431	1	1431	0.0	2791
barcode28Ωcontig_3_766	UniRef100_S6FI03~K08693	99.1	1430	13	0	1	1430	1	1430	0.0	2750
barcode24Ωcontig_1_4601	UniRef100_A0A1U9U245~K13735	100	1421	0	0	1	1421	1	1421	0.0	2652
barcode21Ωcontig_2_1465	UniRef100_A0A1U9U245~K13735	100	1421	0	0	1	1421	1	1421	0.0	2652
barcode38Ωcontig_2_3554	UniRef100_Q3I510~K13735	99.6	1418	6	0	1	1418	1	1418	0.0	2692
barcode39Ωcontig_1_2180	UniRef100_Q3I510~K13735	99.6	1418	6	0	1	1418	1	1418	0.0	2692
barcode31Ωcontig_1_1458	UniRef100_Q3I510~K13735	99.8	1418	3	0	1	1418	1	1418	0.0	2701
barcode35Ωcontig_4_1285	UniRef100_Q3I510~K13735	99.9	1418	2	0	1	1418	1	1418	0.0	2704
